ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1336,GAZÝOSMANPAÞA,Özel Batýdent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,759. Sk. No:3 FEVZÝ ÇAKMAK/GAZÝOSMANPAÞA,0212 537 49 40,www.batident.com.tr,,,,FEVZÝ ÇAKMAK,41.07303593200004,28.903323968000052
1421,KADIKÖY,Özel Medical Park Hastanesi Göztepe,Özel Hastane,Nisan Sk. No:23 MERDÝVENKÖY/KADIKÖY,0216 468 44 44,www.medicalpark.com.tr,Var,293,Var,MERDÝVENKÖY,40.99015705700003,29.077652940000064
1708,ÜSKÜDAR,Ýhsan Erdemir Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Karlýdere Cad. No:66/2 CUMHURÝYET/ÜSKÜDAR,0216 335 65 45,,Yok,0,,CUMHURÝYET,41.013652602000036,29.07909506900006
1663,ÞÝÞLÝ,Özel Dental Fulya Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Hakký Yeten Cad. No:15 TEÞVÝKÝYE/ÞÝÞLÝ,0212 231 28 48,,,,,TEÞVÝKÝYE,41.05524428000007,28.99872294000005
1835,PENDÝK,Çaðlayan Bakým Merkezi,Bakým Evi,Bilge Sk. No:6 DOÐU/PENDÝK,0216 511 18 24,,,66,Yok,DOÐU,40.88393301100007,29.242491354000038
2016,ESENLER,Fatih Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,241. Sk. No:30 FATÝH/ESENLER,0212 568 93 43,,Yok,0,,FATÝH,41.04222326800004,28.866806616000076
1852,ÜMRANÝYE,Ümraniye 20 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Zerafet Sk. No: NECÝP FAZIL/ÜMRANÝYE,0216 526 20 00,,Yok,0,,NECÝP FAZIL,41.017717911000034,29.17779005700004
1852,ÜMRANÝYE,Özel Erdem Týp Merkezi,Týp Merkezi Özel,Sanayi Cad. No:8 SARAY/ÜMRANÝYE,0850 222 04 94,,Var,,Var,SARAY,41.022571302000074,29.119463255000028
2016,ESENLER,Esenler 9 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Piri Reis Cad. No:37 MENDERES/ESENLER,0212 569 33 11,,Yok,0,,MENDERES,41.04207299500007,28.872600270000078
2005,BAHÇELÝEVLER,Diþ Hekimi Taþkýn Türker,Muayenehane,Adnan Kahveci Bulvarý No:58 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 75 83 - 0542 685 92 91,,,,,BAHÇELÝEVLER,41.001391728000044,28.862093836000042
2005,BAHÇELÝEVLER,Diþ Hekimi Hýzýr Baþ,Muayenehane,Ýzzettin Çalýþlar Cad. No:21 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 83 74,www.hizirbas.com,,,,BAHÇELÝEVLER,41.00271500000008,28.87113400100003
1663,ÞÝÞLÝ,Özel Ermeni Katolik Surp Agop Hastanesi Polikliniði,Poliklinik Özel,Elmadað Cad. No:57 ÝNÖNÜ/ÞÝÞLÝ,0212 230 17 18,www.surpagop.com,Var,0,,ÝNÖNÜ,41.04177866400005,28.986413995000078
2015,TUZLA,Atam Veteriner Kliniði,Veteriner,Azimli Sk. No:2 TEPEÖREN/TUZLA,0216 304 10 50,www.atamvet.com,,0,Yok,TEPEÖREN,40.90989565700005,29.38979383800006
2053,ESENYURT,Esenyurt 7 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,1240. Sk. No:5-7 PINAR/ESENYURT,0212 699 52 69,,Yok,0,,PINAR,41.03484199300004,28.668055911000067
1421,KADIKÖY,Ruyet Optik,Optik,Kozyataðý Sk. No:21 KOZYATAÐI/KADIKÖY,0216 416 10 03,,,,,KOZYATAÐI,40.966212443000074,29.100638368000034
1186,BEYOÐLU,Kadý Mehmet Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bahriye Hastanesi Arka Sk. No:4 KADIMEHMET EFENDÝ/BEYOÐLU,0212 237 38 99,,Yok,0,,KADIMEHMET EFENDÝ,41.03373114300007,28.96389693100008
1421,KADIKÖY,Medikal Can Ortopedi,Medikal,Çeltikçi Sk. No:4 RASÝMPAÞA/KADIKÖY,0216 349 50 05,,,,,RASÝMPAÞA,40.99633443400006,29.025635426000065
1186,BEYOÐLU,Özel Minadent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Alçakdam Sk. No:1 YENÝÞEHÝR/BEYOÐLU,0212 254 26 26 - 0212 254 20 26,,,,,YENÝÞEHÝR,41.044217486000036,28.977416513000037
1823,KÜÇÜKÇEKMECE,Özel Remanit Diþ Laboratuvarý,Diþ Laboratuvarý,6. Menekþe Sk. No:23 SULTAN MURAT/KÜÇÜKÇEKMECE,0212 426 02 85,,,,,SULTAN MURAT,41.000787417000026,28.786723547000065
1183,BEÞÝKTAÞ,Özel Ýzmirli Ortodonti Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Aytar Cad. No:25 NÝSBETÝYE/BEÞÝKTAÞ,0212 283 57 90,www.izmirliortodonti.com,,,,NÝSBETÝYE,41.075482770000065,29.018945677000033
1336,GAZÝOSMANPAÞA,Özel Merve Týp Merkezi,Týp Merkezi Özel,General Aldoðan Cad. No:1 KARADENÝZ/GAZÝOSMANPAÞA,0212 537 70 79,www.mervetipmerkezi.com,Var,0,Yok,KARADENÝZ,41.075534936000054,28.882193200000074
1336,GAZÝOSMANPAÞA,Kar Optik,Optik,Eski Edirne Asfaltý No:278 BARBAROS HAYRETTÝN PAÞA/GAZÝOSMANPAÞA,0212 535 19 20,,,,,BARBAROS HAYRETTÝN PAÞA,41.07254322000006,28.88809612700004
1186,BEYOÐLU,Vet Center Veteriner Kliniði,Veteriner,Bakraç Sk. No:24 CÝHANGÝR/BEYOÐLU,0212 244 72 97,www.vet-center.com,,0,Yok,CÝHANGÝR,41.03182003400008,28.984020503000067
1421,KADIKÖY,Moda Veteriner Kliniði,Veteriner,Mühürdar Cad. No:101 CAFERAÐA/KADIKÖY,0216 414 48 00,,,0,Yok,CAFERAÐA,40.98643043000004,29.021753312000044
1421,KADIKÖY,Volkan Optik,Optik,Vukela Cad. No:12/1 BOSTANCI/KADIKÖY,0216 361 09 91,,,,,BOSTANCI,40.95657985200006,29.09484991800008
1708,ÜSKÜDAR,Üsküdar Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Güner Sk. No:66 SELAMÝ ALÝ/ÜSKÜDAR,0216 553 05 93,,Yok,0,,SELAMÝ ALÝ,41.026952777000076,29.025476526000034
1708,ÜSKÜDAR,Özel Çamlýca Diþ Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Alemdað Yan Yolu No:15 KISIKLI/ÜSKÜDAR,0216 481 81 61 - 0216 523 68 52,www.camlicadis.net,Yok,0,Yok,KISIKLI,41.02393014300003,29.079523255000026
1421,KADIKÖY,Pet Nature,Veteriner,Elmalýçeþme Sk. No:10 RASÝMPAÞA/KADIKÖY,0216 330 97 40,,,0,Yok,RASÝMPAÞA,40.99313212900006,29.03156583300006
1663,ÞÝÞLÝ,Özel Ultralab Taný Laboratuvarý,Laboratuvar Özel,Poyracýk Sk. No:63 TEÞVÝKÝYE/ÞÝÞLÝ,0212 444 15 22,www.labtestsonline.org.tr,,,,TEÞVÝKÝYE,41.05344517700007,28.994306564000055
1663,ÞÝÞLÝ,Özel E-Lab Laboratuvarý,Laboratuvar Özel,Abdi Ýpekçi Cad. No:1 HARBÝYE/ÞÝÞLÝ,0212 296 31 50,www.elab.com.tr,,,,HARBÝYE,41.045263928000054,28.994068979000076
1327,FATÝH,Özel Can Erdem Ortoz-Protez Merkezi,Protez-Ortez Yapým ve Uygulama Merkezi Özel,Adnan Menderes Vatan Bulvarý No:35 MOLLA GÜRANÝ/FATÝH,0212 621 13 12 - 14,,,,,MOLLA GÜRANÝ,41.01312122300004,28.944873243000075
1823,KÜÇÜKÇEKMECE,Özel Asya Göz Merkezi,Göz Merkezi Özel,Çizmeci Sk. No:113 SULTAN MURAT/KÜÇÜKÇEKMECE,0212 424 01 12,www.asyagoz.com.tr,,0,,SULTAN MURAT,41.00241636700008,28.788498571000048
2015,TUZLA,Türk Kýzýlayý Ýlk Yardým Eðitim Merkezi,Kýzýlay,Hatboyu Cad. No:3 EVLÝYA ÇELEBÝ/TUZLA,0216 446 78 00,www.tuzlakizilay.org.tr,,,Yok,EVLÝYA ÇELEBÝ,40.84486954000005,29.29981188100004
1327,FATÝH,Eza Medikal,Medikal,Koca Mustafapaþa Cad. No:45D CERRAHPAÞA/FATÝH,0212 529 96 26,,,,,CERRAHPAÞA,41.004736870000045,28.935995217000027
2005,BAHÇELÝEVLER,Bahçelievler 8.Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Sevinç Sk. No:26 SOÐANLI/BAHÇELÝEVLER,0212 642 32 33,,Yok,0,,SOÐANLI,41.011784910000074,28.859818353000037
2005,BAHÇELÝEVLER,Diþ Hekimi Ayþe Bostan - Tamer Bostan,Muayenehane,Ferit Selimpaþa Cad. No:12 SÝYAVUÞPAÞA/BAHÇELÝEVLER,0212 441 30 53,,,,,SÝYAVUÞPAÞA,41.00245000000007,28.859732000000065
2053,ESENYURT,Yunus Emre Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Balýkçýl Sk. No:30/1 HÜRRÝYET/ESENYURT,0212 689 67 88,,Yok,0,,HÜRRÝYET,41.02949494200004,28.64857322200004
2053,ESENYURT,Sen Optik,Optik,Doðan Araslý Bulvarý No:2A SULTANÝYE/ESENYURT,0212 699 00 50,,,,,SULTANÝYE,41.03299175600006,28.681379999000058
1421,KADIKÖY,Trendy Optik,Optik,Baðdat Cad. No:374 SUADÝYE/KADIKÖY,0216 478 47 04,,,,,SUADÝYE,40.96272345300008,29.07536645700003
1663,ÞÝÞLÝ,Þiþli Hamidye Etfal Eðitim ve Araþtýrma Hastanesi Niþantaþý Semt Polikliniði,Poliklinik,Poyracýk Sk. No:31 TEÞVÝKÝYE/ÞÝÞLÝ,0212 373 50 00,www.sislietfal.gov.tr,Yok,0,,TEÞVÝKÝYE,41.052187178000054,28.99571026900003
2053,ESENYURT,Özel Dünya Diþ Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Doðan Araslý Bulvarý No:174 YENÝKENT/ESENYURT,0212 620 34 44,,,,,YENÝKENT,41.034850849000065,28.680168448000074
1186,BEYOÐLU,Saðlýk Bilimleri Üniversitesi Ýstanbul Beyoðlu Göz Eðitim ve Araþtýrma Hastanesi Tepebaþý Semt Polikliniði,Poliklinik,Meþrutiyet Cad. No:73 ASMALI MESCÝT/BEYOÐLU,0212 251 59 00 - 0212 251 69 10,www.beyoglugoz.gov.tr,Var,,,ASMALI MESCÝT,41.03136790000008,28.97472806500008
2005,BAHÇELÝEVLER,Çocuk Saðlýðý ve Hastalýklarý Uzmaný Dr. Vahap Öney,Muayenehane,Neyire Neyir Sk. No:35 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 644 40 03,,,,,BAHÇELÝEVLER,41.001096000000075,28.870806000000073
1421,KADIKÖY,Kadýköy 4 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kuzu Sk. No:20 SUADÝYE/KADIKÖY,0216 372 03 35,,Yok,0,,SUADÝYE,40.957793036000055,29.078514867000024
2003,AVCILAR,Avcýlar Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Kirazlý Cad. No:55 CÝHANGÝR/AVCILAR,0212 509 88 86,www.istanbulhalksagligi.gov.tr,,,Yok,CÝHANGÝR,40.987149077000026,28.710107674000028
2010,GÜNGÖREN,Özel Merter-Dent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Þair Ahmet Kutsi Tecer Cad. No:16 ABDURRAHMAN NAFÝZ GÜRMAN/GÜNGÖREN,0212 553 43 33,www.merterdent.com,,,,ABDURRAHMAN NAFÝZ GÜRMAN,41.00538469900005,28.889420616000052
2010,GÜNGÖREN,Diþ Hekimi Mehmet Güdül,Muayenehane,Kýnalý Cad. No:60 HAZNEDAR/GÜNGÖREN,0212 621 17 18,,,,,HAZNEDAR,41.01306990300003,28.868806902000074
1166,BAKIRKÖY,Bakýrköy Prof.Dr.Mazhar Osman Ruh Sað. ve Sinir Hast. Eðt. ve Araþ. Hastanesi Amatem,Poliklinik,Dr. Tevfik Saðlam Cad. No:12 ZUHURATBABA/BAKIRKÖY,0212 409 15 15,www.bakirkoyruhsinir.gov.tr,Var,,,ZUHURATBABA,40.99295389100007,28.86442587700003
2005,BAHÇELÝEVLER,Payýz Optik,Optik,Baðcýlar Cad. No:103 CUMHURÝYET/BAHÇELÝEVLER,0212 556 40 61,,,,,CUMHURÝYET,41.01499017300006,28.862098299000024
1166,BAKIRKÖY,Özel Dentan Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,19 Mayýs Cad. No:12 ATAKÖY 2-5-6. KISIM/BAKIRKÖY,0212 559 49 84,,,,,ATAKÖY 2-5-6. KISIM,40.977846390000025,28.853994861000047
1166,BAKIRKÖY,Özel Sintigrafi Nükleer Týp Merkezi,Týp Merkezi Özel,Ýncirli Cad. No:88 KARTALTEPE/BAKIRKÖY,0212 570 56 23 - 0212 570 71 73,www.sintias.com.tr,Yok,,Yok,KARTALTEPE,40.99292129600008,28.870154161000073
1835,PENDÝK,Aydos Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bereket Çýkmazý No:5A ERTUÐRUL GAZÝ/PENDÝK,0216 426 08 40,,Yok,0,,ERTUÐRUL GAZÝ,40.91967329100004,29.26063070300006
1852,ÜMRANÝYE,Özel Rad Ýstanbul Görüntüleme Merkezi,Görüntüleme Merkezi Özel,Alemdað Cad. No:2A YAMANEVLER/ÜMRANÝYE,0216 521 88 36,,,,,YAMANEVLER,41.02491510600004,29.102277554000068
2003,AVCILAR,Reþitpaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Tüloðlu Sk. No:2 MERKEZ/AVCILAR,0212 591 78 79,,Yok,0,,MERKEZ,40.97912722500007,28.72737627500004
1325,EYÜPSULTAN,Özel Adc Akay Aðýz Diþ Saðlýðý Merkezi,Özel Aðýz Diþ Saðlýðý Merkezleri,Edirnekapý Rami Cad. No:3A DEFTERDAR/EYÜPSULTAN,0212 497 44 88,www.adcdent.com,,,,DEFTERDAR,41.035666810000066,28.92495344500003
1166,BAKIRKÖY,Bakýrköy Dr. Sadi Konuk Eðitim ve Araþtýrma Hastanesi,Eðitim Araþtýrma Hastanesi,Dr. Tevfik Saðlam Cad. No:10/1 ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,Var,604,Var,ZUHURATBABA,40.993828087000054,28.86501117000006
1166,BAKIRKÖY,Bakýrköy Dr. Sadi Konuk Eðitim ve Araþtýrma Hastanesi Acil Týp Kliniði,Klinikler,Dr. Tevfik Saðlam Cad. No:23/1 ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,,,Var,ZUHURATBABA,40.99335513300008,28.86646788300004
2054,SANCAKTEPE,Miktad Armaðan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hüsnü Sk. YUNUS EMRE/SANCAKTEPE,0216 312 25 84,,Yok,0,,YUNUS EMRE,41.01626154300004,29.249543061000054
2005,BAHÇELÝEVLER,Özel Metrodiþ Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Mahmutbey Cad. No:1 HÜRRÝYET/BAHÇELÝEVLER,0212 503 08 53,www.metrodisklinigi.com,,,,HÜRRÝYET,40.999657554000066,28.842246768000052
1166,BAKIRKÖY,Özel Saf Diþ Protez Laboratuvarý,Diþ Laboratuvarý,Ýstanbul Cad. No:22 CEVÝZLÝK/BAKIRKÖY,0212 570 50 28,,,,,CEVÝZLÝK,40.978323311000054,28.87590140100008
2005,BAHÇELÝEVLER,Haznedar Iþitme Cihazlarý Satýþ ve Uygulama Merkezi,Ýþitme Cihazý Satýþ ve Uygulama Merkezi,Deli Hüseyinpaþa Cad. No:3 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 677 71 90,www.haznedarisitme.com,,0,,BAHÇELÝEVLER,41.00732362300005,28.86941348000005
1421,KADIKÖY,Özel Gama Med Sintigrafi,Görüntüleme Merkezi Özel,Salih Omurtak Sk. No:99 KOÞUYOLU/KADIKÖY,0216 546 11 12,,,,,KOÞUYOLU,41.00623027700004,29.03629722000005
1421,KADIKÖY,Özel Koþuyolu Kadýn Hastalýklarý Merkezi,Kadýn Hastalýklarý ve Saðlýðý Merkezi Özel,Muhittin Üstündað Cad. No:5 KOÞUYOLU/KADIKÖY,0216 339 90 05,www.kadinhastaliklarimerkezi.com,,2,,KOÞUYOLU,41.00604376700005,29.03667616100006
1449,KARTAL,Beþir Akýnal Huzurevi,Huzurevi,Kirazlýk Sk. No:30 YAKACIK ÇARÞI/KARTAL,0216 377 26 30,,,,Yok,YAKACIK ÇARÞI,40.91641711700004,29.229018462000056
1449,KARTAL,Avrasya Huzurevi,Huzurevi,Yeþilzümrüt Sk. No:3 YAKACIK ÇARÞI/KARTAL,0216 309 94 06,www.avrasyahuzurevi.com,,,Yok,YAKACIK ÇARÞI,40.91289980300007,29.22820981700005
1325,EYÜPSULTAN,Bizim Optik,Optik,Atatürk Cad. No:50 ALÝBEYKÖY/EYÜPSULTAN,0212 427 01 77,,,,,ALÝBEYKÖY,41.07711589500008,28.947056694000025
1166,BAKIRKÖY,Ýstanbul Eðitim ve Araþtýrma Hastanesi Osmaniye Polikliniði,Poliklinik,Bildik Sk. No:1 OSMANÝYE/BAKIRKÖY,0212 660 86 57,http://istanbuleah.saglik.gov.tr,Yok,0,,OSMANÝYE,40.99193101000003,28.881741732000023
1183,BEÞÝKTAÞ,Özel Natal Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Peker Sk. No:38 NÝSBETÝYE/BEÞÝKTAÞ,0212 324 30 10,www.natalfiziktedavi.com,Yok,0,Yok,NÝSBETÝYE,41.076172976000066,29.02100644500007
1336,GAZÝOSMANPAÞA,Yýldýztabya Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yýldýztabya Cad. No:147-149 YILDIZTABYA/GAZÝOSMANPAÞA,0212 564 77 67,,Yok,0,,YILDIZTABYA,41.06507983600005,28.93185654100006
1336,GAZÝOSMANPAÞA,Suat Optik,Optik,621. Sk. No:128A KARAYOLLARI/GAZÝOSMANPAÞA,0212 617 00 60,,,,,KARAYOLLARI,41.08648308900007,28.896951182000066
1183,BEÞÝKTAÞ,Özel Dentiform Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Esra Sk. No:2G KÜLTÜR/BEÞÝKTAÞ,0212 257 97 92,www.istanbulsaglik.gov.tr,,,,KÜLTÜR,41.075361239000074,29.028231851000044
1663,ÞÝÞLÝ,Özel Hospitalium Hastanesi Þiþli,Özel Hastane,Operatör Raifbey Sk. No:49 19 MAYIS/ÞÝÞLÝ,0212 343 18 00,www.hospitaliumgroup.com,Var,,Var,19 MAYIS,41.06063034400006,28.989018308000027
1708,ÜSKÜDAR,Özel Panoson Görüntüleme,Görüntüleme Merkezi Özel,Halk Cad. No:4-6A AZÝZ MAHMUT HÜDAYÝ/ÜSKÜDAR,0216 492 34 98,,,,,AZÝZ MAHMUT HÜDAYÝ,41.02146599900004,29.015953000000025
1663,ÞÝÞLÝ,Þiþli 6 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Sakýz Aðacý Sk. No:1 FULYA/ÞÝÞLÝ,0212 213 59 00,,Yok,0,,FULYA,41.06075521900004,28.99895443400004
2005,BAHÇELÝEVLER,Özel Dentisyon Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Kültür Sk. No:8 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 442 50 81,www.dentisyon.com,,,,BAHÇELÝEVLER,40.996211103000064,28.863388361000034
1421,KADIKÖY,Medikatek Medikal,Medikal,Nisan Sk. No:5 MERDÝVENKÖY/KADIKÖY,0216 505 56 36,,,,,MERDÝVENKÖY,40.98884141100007,29.077290899000047
1421,KADIKÖY,Özel Fizyorem Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Baðdat Cad. No:16 CADDEBOSTAN/KADIKÖY,0216 349 90 96,www.fizyorem.com,Yok,0,Yok,CADDEBOSTAN,40.96448283400008,29.07239029300007
1708,ÜSKÜDAR,Özel Üsküdar Aktif Týp Merkezi,Týp Merkezi Özel,Halk Cad. No:24 AZÝZ MAHMUT HÜDAYÝ/ÜSKÜDAR,0216 310 43 43,www.aktiftipmerkezi.com.tr,Var,,Yok,AZÝZ MAHMUT HÜDAYÝ,41.02085231800004,29.015289648000078
1810,KAÐITHANE,Diþ Hekimi Ercan ve Kadir Þentürk,Muayenehane,Yasemin Sk. No:2 SULTAN SELÝM/KAÐITHANE,0212 325 72 39,,,,,SULTAN SELÝM,41.09047458900005,29.002683595000065
1166,BAKIRKÖY,Özel Flormed Kulak Burun Boðaz Merkezi,Poliklinik Özel,Ýç Sk. No:8 ÞENLÝKKÖY/BAKIRKÖY,0212 598 32 00,,Var,0,,ÞENLÝKKÖY,40.98111137800004,28.79479000300006
1327,FATÝH,Özel Konuralp Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Deniz Abdal Camii Sk. No:2 ÞEHREMÝNÝ/FATÝH,0212 529 60 62,www.konuralpdis.com,,,,ÞEHREMÝNÝ,41.01504446300004,28.932634670000027
1327,FATÝH,Özel Çapa Hastanesi,Özel Hastane,Necip Asým Sk. No:23 ÞEHREMÝNÝ/FATÝH,0212 530 58 00,www.capahastanesi.com,Var,56,Var,ÞEHREMÝNÝ,41.013386497000056,28.93404209700003
1327,FATÝH,Ýstanbul Emniyet Müdürlüðü Bölge Polikliniði,Poliklinik,29 Mayýs Sk. No: HIRKA-Ý ÞERÝF/FATÝH,0212 636 19 80,,Yok,0,,HIRKA-Ý ÞERÝF,41.01983500600005,28.937494023000056
1327,FATÝH,Yaþam Veteriner Kliniði,Veteriner,Turgut Özal Millet Cad. No:170 TOPKAPI/FATÝH,0212 621 46 06,www.yasamvet.com,,0,Yok,TOPKAPI,41.01742509800005,28.92964338300004
1663,ÞÝÞLÝ,Özel Geliþim Týp Laboratuvarý Niþantaþý,Laboratuvar Özel,Prof. Dr. Orhan Ersek Sk. No:64 TEÞVÝKÝYE/ÞÝÞLÝ,0212 231 49 67,www.gelisimlab.com.tr,,,,TEÞVÝKÝYE,41.05291990400008,28.993025405000026
1421,KADIKÖY,A-Dora Huzurevi Bostancý,Huzurevi,Ayçil Sk. No:28 KOZYATAÐI/KADIKÖY,0216 445 40 40,www.adorahuzurevi.com,,,Yok,KOZYATAÐI,40.96387591900003,29.093515383000067
1708,ÜSKÜDAR,Üsküdar Ana Çocuk Saðlýðý ve Aile Planlamasý Merkezi,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Selahattin Eyyubi Sk. No:1 ÇENGELKÖY/ÜSKÜDAR,0216 434 82 32,www.istanbulhalksagligi.gov.tr,Yok,0,,ÇENGELKÖY,41.05774135300004,29.067659676000062
1663,ÞÝÞLÝ,Özel Memorial Hastanesi Þiþli,Özel Hastane,Perpa Sk. No:2 KAPTANPAÞA/ÞÝÞLÝ,0212 314 66 66,www.memorial.com.tr,Var,169,Var,KAPTANPAÞA,41.06140584700006,28.97310576900003
1421,KADIKÖY,Kadýköy 26 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ressam Þeref Akdik Sk. No:4 CAFERAÐA/KADIKÖY,0216 346 48 82,,Yok,0,,CAFERAÐA,40.98555888800007,29.025383309000063
2014,SULTANBEYLÝ,Sevim Taþpýnar Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hat Cad. No:2/1 HASANPAÞA/SULTANBEYLÝ,0216 398 04 74,,Yok,0,,HASANPAÞA,40.96565822200006,29.249713520000057
2014,SULTANBEYLÝ,Orhan Gazi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Karataþ Sk. No:34 ORHANGAZÝ/SULTANBEYLÝ,0216 487 17 44,,Yok,0,,ORHANGAZÝ,40.94040705000003,29.287124109000047
2054,SANCAKTEPE,Hamdi Oral Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Takva Cad. No:11/1 SAFA/SANCAKTEPE,0216 312 35 04,,Yok,0,,SAFA,41.008630244000074,29.247937200000024
2048,ARNAVUTKÖY,Arnavutköy Verem Savaþ Dispanseri,Verem Savaþ Dispanseri,Tahtakale Sk. No:12/1 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 16 06,,,0,Yok,ARNAVUTKÖY MERKEZ,41.182132479000074,28.740624636000064
2012,MALTEPE,Özel Maltepe Aðýz Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Sakýzaðacý Sk. No:13 BAÐLARBAÞI/MALTEPE,0216 371 61 60,www.dishekiminiz.com,,,,BAÐLARBAÞI,40.92505193100004,29.132747476000077
2055,SULTANGAZÝ,Özel Bahat Hospital Sultangazi,Özel Hastane,Eski Edirne Asfaltý No:653 ÝSMETPAÞA/SULTANGAZÝ,0212 594 58 68,www.bahat.com.tr,Var,92,Var,ÝSMETPAÞA,41.10615881500007,28.860434431000044
2054,SANCAKTEPE,Sancaktepe 2 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,Ecza Sk. No:3 ABDURRAHMANGAZÝ/SANCAKTEPE,0216 311 06 33,www.istanbulsaglik.gov.tr,Yok,3,Var,ABDURRAHMANGAZÝ,40.987285636000024,29.226782876000073
2012,MALTEPE,Maltepe Merkez Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Atatürk Cad. No:108 BAÐLARBAÞI/MALTEPE,0216 399 41 91,,Yok,0,,BAÐLARBAÞI,40.930633697000076,29.134994520000078
2004,BAÐCILAR,Demirkapý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,1671. Sk. DEMÝRKAPI/BAÐCILAR,0212 651 40 30,,Yok,0,,DEMÝRKAPI,41.04885217000003,28.838692974000026
2049,ATAÞEHÝR,Ýnönü Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kartal Cad. No:30 ÝNÖNÜ/ATAÞEHÝR,0216 576 34 02,,Yok,0,,ÝNÖNÜ,40.977959327000065,29.13278611900006
2005,BAHÇELÝEVLER,Bahçelievler 3 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Maraþal Fevzi Çakmak 2. Sk. No:32 ÞÝRÝNEVLER/BAHÇELÝEVLER,0543 669 67 53,,Yok,0,,ÞÝRÝNEVLER,40.99330964100005,28.84909760000005
1166,BAKIRKÖY,Baymer Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Dumlupýnar Sk. No:6/1 ATAKÖY 2-5-6. KISIM/BAKIRKÖY,0212 661 30 08,,Yok,0,,ATAKÖY 2-5-6. KISIM,40.97922931100004,28.85822584700003
