ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1185,BEYKOZ,Beykoz Devlet Hastanesi,Devlet Hastanesi,Keskin Müneccim Sk. No: ÝNCÝRKÖY/BEYKOZ,0216 322 22 10,www.pasabahcedh.gov.tr,Var,265,Var,ÝNCÝRKÖY,41.117421612000044,29.098597389000076
1185,BEYKOZ,Çiðdem Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Emanet Sk. No:2 ÇÝÐDEM/BEYKOZ,0216 537 70 01,,Yok,0,,ÇÝÐDEM,41.11029586800004,29.09977009000005
1185,BEYKOZ,Özel FSM Týp Merkezi,Týp Merkezi Özel,Misafir Sk. No:2 KAVACIK/BEYKOZ,0216 425 26 26,www.fsmtip.com,Var,,Yok,KAVACIK,41.09394528400003,29.09145481400003
1185,BEYKOZ,Amazon Veteriner Kliniði,Veteriner,Körfez Cad. No:16 ANADOLU HÝSARI/BEYKOZ,0216 332 24 33,,,0,Yok,ANADOLU HÝSARI,41.08377261600003,29.067517229000032
1449,KARTAL,Kartal 1 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Sarmaþýk Sk. No:3 GÜMÜÞPINAR/KARTAL,0216 377 23 77,,Yok,0,,GÜMÜÞPINAR,40.918818728000076,29.204696385000034
1185,BEYKOZ,Örnekköy Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,23 NÝsan Cad. No:11/1 ÖRNEKKÖY/BEYKOZ,0216 440 06 55,,Yok,0,,ÖRNEKKÖY,41.14480157600008,29.14655399700007
1449,KARTAL,Özel Veni Vidi Göz Saðlýðý Merkezi Atalar,Göz Merkezi Özel,Besimpaþa Sk. No:1 PETROL ÝÞ/KARTAL,0216 473 77 70,www.venividigoz.com.tr,,0,,PETROL ÝÞ,40.89693962400003,29.172670785000037
1782,BÜYÜKÇEKMECE,Güzelce H. Ö. Çolak Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,PTT Cad. No:35 GÜZELCE/BÜYÜKÇEKMECE,0212 868 02 30,,Yok,0,,GÜZELCE,41.00451907200005,28.51080105500006
2052,ÇEKMEKÖY,Özel Ýmplantdent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Þahinbey Cad. No:33 MEHMET AKÝF/ÇEKMEKÖY,0216 640 09 29,www.implantdent.com.tr,,,,MEHMET AKÝF,41.01798834600004,29.191811436000023
2052,ÇEKMEKÖY,Hamidiye Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þener Sk. No:9 HAMÝDÝYE/ÇEKMEKÖY,0216 642 24 51,,Yok,0,,HAMÝDÝYE,41.025992390000056,29.18603057000007
1185,BEYKOZ,Beykoz Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,Dost Sk. No: ÇUBUKLU/BEYKOZ,0216 425 05 24,www.beykozadsm.gov.tr,Yok,30,,ÇUBUKLU,41.097199216000035,29.09152186800003
1327,FATÝH,Çimen Medikal,Medikal,Molla Gürani Cad. No:5 MOLLA GÜRANÝ/FATÝH,0212 621 80 29 - 0212 621 78 42 - 0212 621 81 56,,,,,MOLLA GÜRANÝ,41.014314187000025,28.942870809000055
1449,KARTAL,Kartal Dr. Lütfi Kýrdar Eðitim ve Araþtýrma Hastanesi Onkoloji Týp Merkezi,Týp Merkezi,Denizer Cad. No:30/7 CEVÝZLÝ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,Var,,Var,CEVÝZLÝ,40.917023560000075,29.17365612100008
1449,KARTAL,Özel Dentist Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Zühre Sk. No:99 GÜMÜÞPINAR/KARTAL,0216 451 21 04,www.dentist.com.tr,,,,GÜMÜÞPINAR,40.91533378200006,29.20220404500003
1663,ÞÝÞLÝ,Mahmut Þevketpaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Mithat Paþa Cad. No:20 MAHMUT ÞEVKET PAÞA/ÞÝÞLÝ,0212 297 49 46,,Yok,0,,MAHMUT ÞEVKET PAÞA,41.05193462700004,28.964745537000056
1810,KAÐITHANE,Zübeyde Güleser Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Serinkonut Sk. No:8 MEHMET AKÝF ERSOY/KAÐITHANE,0212 220 73 11,,Yok,0,,MEHMET AKÝF ERSOY,41.055543027000056,28.957478260000073
1183,BEÞÝKTAÞ,Özel Aðzýnýza Saðlýk Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Yenisülün Sk. No:30 LEVENT/BEÞÝKTAÞ,0212 325 94 05,,,,,LEVENT,41.082920053000066,29.01763468100006
1835,PENDÝK,Özel Derman Saðlýk Kabini,Saðlýk Kabini Özel,Kirazlý Mescit Sk. No:14 FEVZÝ ÇAKMAK/PENDÝK,0532 293 13 42,,,,,FEVZÝ ÇAKMAK,40.87880635800008,29.270798841000044
2049,ATAÞEHÝR,Asimo Veteriner Kliniði,Veteriner,Kurudere Sk. No:41-43A KÜÇÜKBAKKALKÖY/ATAÞEHÝR,0216 573 20 73,www.asimovet.com,,0,Yok,KÜÇÜKBAKKALKÖY,40.983103991000064,29.12278823400004
2015,TUZLA,Tepeören Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Deyyan Sk. No:6 TEPEÖREN/TUZLA,0216 304 05 41,,Yok,0,,TEPEÖREN,40.90839435400005,29.392123422000054
1449,KARTAL,Kartal Dr. Lütfi Kýrdar Eðitim ve Araþtýrma Hastanesi Nefroloji Kliniði,Klinikler,Denizer Cad. No:30/10 CEVÝZLÝ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,,0,Var,CEVÝZLÝ,40.917149695000035,29.172958978000054
2005,BAHÇELÝEVLER,Diþ Hekimi Yasemin Akdemir,Muayenehane,Adnan Kahveci Bulvarý No:112 SÝYAVUÞPAÞA/BAHÇELÝEVLER,0212 441 91 99,,,,,SÝYAVUÞPAÞA,40.99826773700005,28.857149520000064
2003,AVCILAR,Yeþilkent Müzeyyen Erkul Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Fatih1 Cad. No:4 YEÞÝLKENT/AVCILAR,0212 699 06 97,,Yok,0,,YEÞÝLKENT,41.03348710200004,28.70676045500005
1835,PENDÝK,Diþ Hekimi Ayla Uygun - Murat Koçak,Muayenehane,Fevzi Çakmak Cad. No:24A FEVZÝ ÇAKMAK/PENDÝK,0216 396 36 73,,,,,FEVZÝ ÇAKMAK,40.877512667000076,29.264420315000052
2049,ATAÞEHÝR,Diþ Hekimi Can Yemenicioðlu,Muayenehane,Adnan Menderes Cad. No:54A ESATPAÞA/ATAÞEHÝR,0216 324 21 33,,,,,ESATPAÞA,41.00387673700004,29.08201909400003
2005,BAHÇELÝEVLER,Çocuk Saðlýðý ve Hastalýklarý Uzmaný Dr. Mehmet Akif Saðlam,Muayenehane,Preveze Sk. No:4 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 553 04 41,,,,,BAHÇELÝEVLER,41.006024559000025,28.871333376000052
2005,BAHÇELÝEVLER,Özel Büyük Anadolu Týp Merkezi,Týp Merkezi Özel,Þehit Yarbay Cesur Cad. No:6 ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 442 72 62,www.buyukanadolutipmerkezi.com,Var,,Yok,ÞÝRÝNEVLER,40.99772214400008,28.84825863800006
2016,ESENLER,Hekimbaþý Yusuf Sinan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Aksaray Cad. No:2 FATÝH/ESENLER,0212 645 45 82,,Yok,0,,FATÝH,41.039296000000036,28.86984700000005
2005,BAHÇELÝEVLER,Özel Vera Diþ Protez Laboratuvarý,Özel Aðýz Diþ Saðlýðý Merkezleri,Ýzzettin Çalýþlar Cad. No:8 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 553 53 46,www.veradent.net,,,,BAHÇELÝEVLER,41.004345640000054,28.871033690000047
1183,BEÞÝKTAÞ,Özel Derma Live Polikliniði,Poliklinik Özel,Aytar Cad. No:25 NÝSBETÝYE/BEÞÝKTAÞ,0212 268 72 32,www.dermalive.com.tr,Yok,0,,NÝSBETÝYE,41.075431380000055,29.018872543000043
1663,ÞÝÞLÝ,Asude Huzurevi ve Yaþlý Bakým Merkezi,Bakým Evi,Oya Sk. No:11 GÜLBAHAR/ÞÝÞLÝ,0212 356 08 00 - 0212 356 08 03,www.asudehuzurevi.com,,64,Yok,GÜLBAHAR,41.06825297300003,29.002909250000073
2053,ESENYURT,Derviþ Solak Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,2202. Sk. No:2 ATATÜRK/ESENYURT,0212 886 54 66,,Yok,0,,ATATÜRK,41.037617573000034,28.633355837000067
1421,KADIKÖY,Özel Kadýköy Merkez Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Söðütlüçeþme Cad. No:176 OSMANAÐA/KADIKÖY,0216 550 80 60,www.merkezpoliklinik.com,,,,OSMANAÐA,40.991700742000035,29.032911773000023
1421,KADIKÖY,Kadýköy Verem Savaþ Dispanseri,Verem Savaþ Dispanseri,Kýzýlay Sk. No:7 RASÝMPAÞA/KADIKÖY,0216 336 02 29,www.istveremsavder.org,,0,Yok,RASÝMPAÞA,40.99289008400007,29.033409516000063
2004,BAÐCILAR,Diþ Hekimi Emin Eraslan,Muayenehane,Cumhuriyet Cad. No:6 GÜNEÞLÝ/BAÐCILAR,0212 550 17 25,,,,,GÜNEÞLÝ,41.031309486000055,28.833131408000042
2051,BEYLÝKDÜZÜ,Türk Kýzýlayý Beylikdüzü Þubesi,Kýzýlay,Galip Esmer Cad. No:32 GÜRPINAR/BEYLÝKDÜZÜ,0212 880 03 61,www.kizilay.org.tr,,,Yok,GÜRPINAR,40.989152767000064,28.603091017000054
2051,BEYLÝKDÜZÜ,Atasun Optik,Optik,Sakarya Cad. No:1 BARIÞ/BEYLÝKDÜZÜ,0212 854 28 05,,,,,BARIÞ,41.00746251100003,28.65749967200003
1604,SARIYER,Damla Optik,Optik,Mübaþir Sk. No:10 YENÝKÖY/SARIYER,0212 262 21 21,,,,,YENÝKÖY,41.11840673200004,29.06522355900006
2051,BEYLÝKDÜZÜ,Özel Weisse Zahne Aðýz Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Esentepe Cad. No:6 ADNAN KAHVECÝ/BEYLÝKDÜZÜ,0212 855 77 65,www.weissezahne.com,,,,ADNAN KAHVECÝ,40.99948127300007,28.627414745000067
1622,SÝLÝVRÝ,Silivri 50.Yýl Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýnönü Cad. No:34 PÝRÝ MEHMET PAÞA/SÝLÝVRÝ,0212 727 45 75,,Yok,0,,PÝRÝ MEHMET PAÞA,41.07747458000006,28.23908745800003
1604,SARIYER,Özel Sahva Vakfý Reþitpaþa Diyaliz Merkezi,Diyaliz Merkezi Özel,Tuncay Artun Cad. No:4 REÞÝTPAÞA/SARIYER,0212 277 03 14,www.sahvadiyaliz.com,,,Var,REÞÝTPAÞA,41.10475347200003,29.04649757800007
2051,BEYLÝKDÜZÜ,Ýlikan Optik,Optik,Atatürk Bulvarý No:3 B CUMHURÝYET/BEYLÝKDÜZÜ,0212 872 67 77,,,,,CUMHURÝYET,41.01173707700008,28.64297656800005
1604,SARIYER,Diþ Hekimi Gonca Gökdemir,Muayenehane,6. Sk. No:11 RUMELÝ HÝSARI/SARIYER,0212 265 22 82,,,,,RUMELÝ HÝSARI,41.086080106000054,29.04688538100004
2051,BEYLÝKDÜZÜ,Özel Fizyomed Polikliniði,Poliklinik Özel,Çiftlik Cad. No:46 BARIÞ/BEYLÝKDÜZÜ,0212 873 10 51 - 0212 872 16 04,www.fizyomed.net,Yok,0,,BARIÞ,40.996660862000056,28.645857472000046
2051,BEYLÝKDÜZÜ,Diþ Hekimi Melike Kasap,Muayenehane,Çiftlik Cad. No:12 BARIÞ/BEYLÝKDÜZÜ,0212 873 99 93,,,,,BARIÞ,40.997875488000034,28.64446051500005
2012,MALTEPE,Maltepe 1 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Galipbey Cad. No:121 ALTINTEPE/MALTEPE,0216 549 18 32,,Yok,0,,ALTINTEPE,40.95687604300008,29.110941162000074
1166,BAKIRKÖY,Özel Mydentist Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Ýncirli Cad. No:115 ZUHURATBABA/BAKIRKÖY,0212 572 99 97,,,,,ZUHURATBABA,40.995829754000056,28.86973161800006
1886,BAYRAMPAÞA,Bayrampaþa Merkez Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bir Sk. No:4 YILDIRIM/BAYRAMPAÞA,0212 616 57 70,,Yok,0,,YILDIRIM,41.06133229400007,28.90188556800007
1886,BAYRAMPAÞA,Özel Sevgi Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Eski Edirne Asfaltý No:95 YILDIRIM/BAYRAMPAÞA,0212 418 74 68,www.sevgifiziktedavi.com,Yok,0,Yok,YILDIRIM,41.061621692000074,28.901968149000027
2052,ÇEKMEKÖY,Dr. Safiye Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Deniz Sk. No:11E ÇAMLIK/ÇEKMEKÖY,0216 642 64 99,,Yok,0,,ÇAMLIK,41.01864212800007,29.19261777400004
1185,BEYKOZ,Engin Koyuncu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Muttalip Yavuz Cad. No:68 CUMHURÝYET/BEYKOZ,0216 434 53 69,,Yok,0,,CUMHURÝYET,41.129534351000075,29.260617454000055
1449,KARTAL,Kartal Dr. Lütfi Kýrdar Eðitim ve Araþtýrma Hastanesi Semiha Þakir Kadýn Doðum ve Çocuk Poliklinikleri,Poliklinik,Cevizli D-100 Güney Yanyol No:49 CEVÝZLÝ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,Var,,,CEVÝZLÝ,40.91723228700005,29.17468083600005
1449,KARTAL,Uðurmumcu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Safahat Cad. No:1 UÐUR MUMCU/KARTAL,0216 475 84 66,,Yok,0,,UÐUR MUMCU,40.92955043300003,29.214527408000038
1421,KADIKÖY,Dumlupýnar Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Mektep Sk. No:9 DUMLUPINAR/KADIKÖY,0216 567 83 82,,Yok,0,,DUMLUPINAR,40.989302803000044,29.05850808200006
1449,KARTAL,Doða Veteriner Kliniði,Veteriner,Samandýra Cad. No:32 YAKACIK YENÝ/KARTAL,0216 309 80 15,,,0,Yok,YAKACIK YENÝ,40.922271591000026,29.22335514400004
1185,BEYKOZ,Dost Veteriner Kliniði,Veteriner,Atatürk Cad. GÖZTEPE/BEYKOZ,0216 465 63 44,,,0,Yok,GÖZTEPE,41.08250854400006,29.082213868000053
1421,KADIKÖY,Diþ Hekimi Ýlker Erdoðan,Muayenehane,Rüþtiye Sk. No:60B ZÜHTÜPAÞA/KADIKÖY,444 10 24 - 0216 550 52 52,www.ilkererdogan.com,,,,ZÜHTÜPAÞA,40.98140776400004,29.038344365000057
1421,KADIKÖY,Sistem Ortopedi,Medikal,Çeltikçi Sk. No:5 RASÝMPAÞA/KADIKÖY,0216 418 93 90,,,,,RASÝMPAÞA,40.996240999000065,29.02553400000005
1336,GAZÝOSMANPAÞA,Gaziosmanpaþa Belediyesi Aile Danýþma Merkezi,Rehabilitasyon ve Aile Danýþma Merkezi,3. Selvi Sk. No:18 MERKEZ/GAZÝOSMANPAÞA,0212 581 87 87,,,,,MERKEZ,41.06009032600008,28.908291745000042
1183,BEÞÝKTAÞ,Beþiktaþ Sait Çiftçi Devlet Hastanesi,Devlet Hastanesi,Barbaros Bulvarý No:2/1 DÝKÝLÝTAÞ/BEÞÝKTAÞ,0212 381 67 00,www.bscdh.gov.tr,Yok,50,Yok,DÝKÝLÝTAÞ,41.05208114800007,29.008427531000052
1708,ÜSKÜDAR,Özel Dünya Göz Hastanesi Altunizade,Göz Merkezi Özel,Shýbuya Sk. No:7 ALTUNÝZADE/ÜSKÜDAR,0216 554 46 46,www.dunyagoz.com.tr,,8,,ALTUNÝZADE,41.02162850900004,29.03854009400004
1810,KAÐITHANE,Özel Gözde Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Dernek Cad. No:24 TELSÝZLER/KAÐITHANE,0212 269 16 92,,Yok,,,TELSÝZLER,41.080115704000036,28.996150240000077
2053,ESENYURT,Güzelyurt 2 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hürriyet Cad. No:8 MEVLANA/ESENYURT,0212 853 64 00,,Yok,0,,MEVLANA,41.01596236900008,28.65304659800006
1421,KADIKÖY,Akay Optik,Optik,Vukela Cad. No:22 BOSTANCI/KADIKÖY,0216 380 65 48,,,,,BOSTANCI,40.95574659700003,29.094585506000044
1421,KADIKÖY,Özel Erenköy Fizik Tedavi Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Fahrettin Kerim Gökay Cad. No:264 GÖZTEPE/KADIKÖY,0216 411 80 39 - 40,www.erenkoyfiziktedavi.com,Yok,0,Yok,GÖZTEPE,40.98031206100006,29.073569303000056
1708,ÜSKÜDAR,Asude Huzurevi,Huzurevi,Beylerbeyi Küplüce Yolu No:52/1 BEYLERBEYÝ/ÜSKÜDAR,0216 321 00 69 - 0216 321 00 89,,,,Yok,BEYLERBEYÝ,41.04222898300003,29.047924528000067
1336,GAZÝOSMANPAÞA,Gaziosmanpaþa Nevbahar Doyuran Diþ Tedavi Protez Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,813/1. Sk. No:9A KAZIM KARABEKÝR/GAZÝOSMANPAÞA,0212 538 84 12,www.istanbulhalksagligi.gov.tr,Yok,0,,KAZIM KARABEKÝR,41.07964600400004,28.907958966000024
1183,BEÞÝKTAÞ,Özel Florence Nightingale Hastanesi Gayrettepe,Özel Hastane,Çimen Sk. No:6-8 GAYRETTEPE/BEÞÝKTAÞ,0212 288 34 00,www.florence.com.tr,Var,102,Var,GAYRETTEPE,41.06333952400007,29.003815995000025
1183,BEÞÝKTAÞ,Özel Dentram Levent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Çilekli Cad. No:4 LEVENT/BEÞÝKTAÞ,0212 280 88 00,www.dentram.com,,,,LEVENT,41.08525911300006,29.01468298700007
1183,BEÞÝKTAÞ,Özel Jinepol Kadýn Saðlýðý Merkezi Üyte Merkezi,Üremeye Yardýmcý Tedavi Merkezi,Baþlýk Sk. No:1 NÝSBETÝYE/BEÞÝKTAÞ,0212 264 18 28,www.jinepol-tupbebek.com,,3,,NÝSBETÝYE,41.07455213500003,29.01974905800006
1183,BEÞÝKTAÞ,Özel Biruni Laboratuvarý Ulus,Laboratuvar Özel,Uydu Sk. No:4 KÜLTÜR/BEÞÝKTAÞ,0212 287 43 00,www.biruni.com.tr,,,,KÜLTÜR,41.07318051200008,29.02923398400003
2053,ESENYURT,Esenyurt 11 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þumnu Sk. No:7B OSMANGAZÝ/ESENYURT,0212 689 83 33,,Yok,0,,OSMANGAZÝ,41.041870430000074,28.64698394100003
1622,SÝLÝVRÝ,Özel Saðlýk Kabini,Saðlýk Kabini Özel,Halaskargazi Cad. No:33D SELÝMPAÞA/SÝLÝVRÝ,0212 731 48 49,,,,,SELÝMPAÞA,41.05550329500005,28.36793924500006
1604,SARIYER,Darüþþafaka Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Gazeteciler Sk. No:10 DARÜÞÞAFAKA/SARIYER,0212 276 34 35,,Yok,0,,DARÜÞÞAFAKA,41.12459718900004,29.035040412000058
2005,BAHÇELÝEVLER,Akca Optik Lens,Optik,Kemal Sunal Cad. No:2 SOÐANLI/BAHÇELÝEVLER,0212 677 75 79,,,,,SOÐANLI,41.006446037000046,28.847246338000048
2003,AVCILAR,Gümüþpala Afet Genç Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Handan Sk. No:13 GÜMÜÞPALA/AVCILAR,0212 509 62 87,,Yok,0,,GÜMÜÞPALA,40.97848204600007,28.742439716000035
2004,BAÐCILAR,Kazým Karabekir Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,333. Sk. No:39 KAZIM KARABEKÝR/BAÐCILAR,0212 657 82 25,,Yok,0,,KAZIM KARABEKÝR,41.03074251800007,28.846258173000024
2005,BAHÇELÝEVLER,Diþ Hekimi Figen Þengül Aydemir,Muayenehane,Adnan Kahveci Bulvarý No:95 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 76 41,,,,,BAHÇELÝEVLER,41.001423610000074,28.863089606000074
1835,PENDÝK,Özel Beray Diþ Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Burhan Toprak Cad. No:17 BATI/PENDÝK,0216 375 66 00,www.beraydis.com,,,,BATI,40.87748872900005,29.227991195000072
2005,BAHÇELÝEVLER,Diþ Hekimi Mehmet Arslan,Muayenehane,Ahmet Yesevi Cad. No:31 KOCASÝNAN MERKEZ/BAHÇELÝEVLER,0212 551 51 62,,,,,KOCASÝNAN MERKEZ,41.012851761000036,28.839093224000067
1166,BAKIRKÖY,Özel Bakýrköy Rentek Diyaliz Merkezi,Diyaliz Merkezi Özel,Yeni Ýncirli Yolu Sk. No:3 ZUHURATBABA/BAKIRKÖY,0212 552 48 48,www.bakirkoydiyalizrentek.com,,,Yok,ZUHURATBABA,40.98290063200005,28.869206715000075
2005,BAHÇELÝEVLER,Diþ Hekimi Berna Gökgöz,Muayenehane,Fetih 7. Sk. No:29B ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 653 43 60,,,,,ÞÝRÝNEVLER,40.99466304400005,28.845751807000056
1421,KADIKÖY,Monovet Veteriner Kliniði,Veteriner,Kocayol Cad. No:2 KOZYATAÐI/KADIKÖY,0216 380 58 58,www.monovetveteriner.com,,0,Yok,KOZYATAÐI,40.96567494100003,29.101791280000043
1663,ÞÝÞLÝ,Diþ Hekimi Vasýf Secerli,Muayenehane,Ýrfan Baþtuð Paþa Cad. No:2 ESENTEPE/ÞÝÞLÝ,0212 275 83 19,www.dentus.info,,,,ESENTEPE,41.06391713000005,29.011130389000073
2016,ESENLER,Kazým Karabekir Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,1034. Sk. No:73 KAZIM KARABEKÝR/ESENLER,0212 562 89 78,,Yok,0,,KAZIM KARABEKÝR,41.04663229700003,28.871971262000045
2005,BAHÇELÝEVLER,Diþ Hekimi Zuhal Görel Özçelik,Muayenehane,Adnan Kahveci Bulvarý No:113C BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 37 41,,,,,BAHÇELÝEVLER,41.000078992000056,28.860797323000043
2005,BAHÇELÝEVLER,Yenibosna Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELÝEVLER,0212 639 95 55,www.istanbulhalksagligi.gov.tr,Yok,0,,ZAFER,41.00263679900007,28.83539376300007
1835,PENDÝK,Esenyalý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Palamut Sk. No:70 ESENYALI/PENDÝK,0216 507 22 20,,Yok,0,,ESENYALI,40.86408334300006,29.298240906000046
1835,PENDÝK,Özel Hospitadent Aðýz ve Diþ Saðlýðý Merkezi Pendik,Özel Aðýz Diþ Saðlýðý Merkezleri,Aydýnlý Yolu Cad. No:26A BAHÇELÝEVLER/PENDÝK,0216 491 30 30,www.hospitadent.com,,,,BAHÇELÝEVLER,40.88180127700008,29.23758686700006
2050,BAÞAKÞEHÝR,Baþakþehir 6 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Gül Sk. No:122/1 GÜVERCÝNTEPE/BAÞAKÞEHÝR,0212 687 11 55,,Yok,0,,GÜVERCÝNTEPE,41.080751269000075,28.751567571000066
2050,BAÞAKÞEHÝR,Özel Ortoden Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Þehit Polis Gaffar Okkan Cad. No:8 BAHÇEÞEHÝR 2. KISIM/BAÞAKÞEHÝR,0212 669 77 47,www.bahcesehirortodent.com,,,,BAHÇEÞEHÝR 2. KISIM,41.06211523700006,28.68665178400005
2050,BAÞAKÞEHÝR,Özel Acýbadem Týp Merkezi Bahçeþehir,Týp Merkezi Özel,Kemal Sunal Cad. No:6 BAHÇEÞEHÝR 1. KISIM/BAÞAKÞEHÝR,0212 593 11 11,www.acibadem.com,Var,15,Var,BAHÇEÞEHÝR 1. KISIM,41.062708962000045,28.688437726000075
2050,BAÞAKÞEHÝR,Özel Ömrüm Saðlýk Kabini,Saðlýk Kabini Özel,Bodur Sk. No:4-6 GÜVERCÝNTEPE/BAÞAKÞEHÝR,0212 687 87 84,,,1,,GÜVERCÝNTEPE,41.07401533800004,28.752007006000042
2050,BAÞAKÞEHÝR,Bahçeþehir Veteriner Kliniði,Veteriner,Aþýk Mahsuni Þerif Cad. No:8 BAHÇEÞEHÝR 1. KISIM/BAÞAKÞEHÝR,0212 608 09 21,www.bahcesehirveterinerkilinigi.com,,0,Yok,BAHÇEÞEHÝR 1. KISIM,41.06490130700007,28.68768467900003
1325,EYÜPSULTAN,Özel Amethyst Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Havuzbaþý Sk. No:74 RAMÝ YENÝ/EYÜPSULTAN,0212 563 34 14,,,,,RAMÝ YENÝ,41.05407934100003,28.916132537000067
1325,EYÜPSULTAN,Özel Açýkalýn Diþ Protez Laboratuvarý,Diþ Laboratuvarý,Ýslambey Cad. No:8 ÝSLAMBEY/EYÜPSULTAN,0212 418 11 11,,,,,ÝSLAMBEY,41.05074125400006,28.92896555300007
2010,GÜNGÖREN,Sancaktepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Atatürk Cad. No:1 MERKEZ/GÜNGÖREN,0212 634 62 18,,Yok,0,,MERKEZ,41.02309596900005,28.87693257600006
1663,ÞÝÞLÝ,Özel Hospitadent Aðýz ve Diþ Saðlýðý Merkezi Mecidiyeköy,Özel Aðýz Diþ Saðlýðý Merkezleri,Akýncý Bayýrý Sk. No:8 FULYA/ÞÝÞLÝ,0212 274 53 53,www.hospitadent.com,,,,FULYA,41.06595932600004,28.997366252000063
1327,FATÝH,Ýstanbul Üniversitesi-Cerrahpaþa Týp Fakültesi Odyoloji Bölümü,Poliklinik,Koca Mustafapaþa Cad. No:55D CERRAHPAÞA/FATÝH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Yok,0,,CERRAHPAÞA,41.00524748000004,28.936903805000043
1185,BEYKOZ,Özel Otaðtepe Týp Merkezi,Týp Merkezi Özel,Otaðtepe Cad. No:56 KAVACIK/BEYKOZ,0216 465 91 40,www.otagtepetipmerkezi.com,Var,,Yok,KAVACIK,41.089971598000034,29.080284402000075
1449,KARTAL,Özel Ýncistanbul Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Üsküdar Cad. No:44 PETROL ÝÞ/KARTAL,0216 473 67 09,www.incistanbul.com,,,,PETROL ÝÞ,40.88995359300003,29.179920081000034
